id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd,error_x,error_y,error_z,affine_matrix
54,540,54035,40350,3505,[45 33  5],[  8  80 -40],[ 43  43 -25],[ 33 -27 -15],7.105427357601002e-14,5.1514348342607263e-14,9.592326932761353e-14,"[[1.0, 1.1715859398466802e-16, 8.435801778351482e-16, 5.731547649551275e-14], [-1.1715859398467004e-16, 1.0, 2.4666789927023017e-15, 1.28847271144081e-14], [-8.435801778351479e-16, -2.4424906541753444e-15, 1.0, 1.213509140180059e-13], [0.0, 0.0, 0.0, 1.0]]"
55,540,54045,40450,4505,[45 34 15],[  9  80 -30],[ 44  44 -25],[ 34 -26 -35],5.3290705182007514e-14,7.105427357601002e-15,9.237055564881302e-14,"[[1.0, 5.599685280791657e-17, 6.998392348973214e-16, 4.164029691287376e-14], [-5.5996852807916e-17, 0.9999999999999999, -6.683792988990552e-16, 1.9970879082785798e-14], [-6.998392348973215e-16, 8.326672684688674e-16, 1.0, 9.932822408790989e-14], [0.0, 0.0, 0.0, 1.0]]"
56,540,54050,40500,5005,[ 45  80 -30],[ 55  30 -25],[ 90  40 -75],[ 80 -30 -95],6.039613253960852e-14,8.881784197001252e-15,2.4868995751603507e-14,"[[1.0, -4.092432947978757e-17, 1.6409676884865123e-16, 5.731322710967296e-14], [4.09243294797875e-17, 1.0000000000000002, 6.74910060785332e-16, -3.249042122797872e-15], [-1.6409676884865126e-16, -4.440892098500626e-16, 1.0, 3.096070593392704e-14], [0.0, 0.0, 0.0, 1.0]]"
57,545,54510,45100,1005,[ 50  45 -80],[ 15  35 -75],[ 55   0 -85],[ 45 -80 -15],6.942002528376179e-12,4.2570391656227e-12,9.023892744153272e-12,"[[1.0000000000000002, 2.1123406158913187e-13, 1.5531602564585707e-13, 3.2892501423683194e-12], [-2.111607595416088e-13, 1.0000000000000004, -1.7955033746573178e-13, 1.1970660164074544e-11], [-1.5543122344752192e-13, 1.7943979635504093e-13, 1.0000000000000004, 1.159312672323996e-11], [0.0, 0.0, 0.0, 1.0]]"
58,545,54515,45150,1505,[ 50  36 -25],[  6  85 -70],[ 46  41 -35],[ 36 -39  25],2.5224267119483557e-13,-8.917311333789257e-13,9.769962616701378e-13,"[[1.0000000000000002, 1.4315677314439652e-14, -4.649194546577698e-15, 2.9415492724022505e-13], [-1.424754819242665e-14, 1.0000000000000002, -4.2443567837917964e-14, 2.1821376066069278e-13], [4.718447854656915e-15, 4.2577052994374753e-14, 0.9999999999999999, 7.586374490927971e-13], [0.0, 0.0, 0.0, 1.0]]"
59,545,54520,45200,2005,[ 50  55 -70],[ 25  35 -65],[ 65  10 -85],[ 55 -70 -35],-2.4868995751603507e-14,-1.199040866595169e-14,1.7053025658242404e-13,"[[1.0, -1.868169127715758e-15, 6.853898963524881e-15, -1.5398486563555872e-13], [1.8753538610911915e-15, 1.0, 8.564685840787559e-16, -6.633326772160909e-14], [-6.716849298982197e-15, -8.847089727481716e-16, 1.0000000000000002, 3.0589188763842204e-13], [0.0, 0.0, 0.0, 1.0]]"
60,545,54525,45250,2505,[ 50  37 -15],[  7  85 -60],[ 47  42 -35],[ 37 -38   5],1.2434497875801753e-13,-6.261657858885883e-14,-4.618527782440651e-14,"[[1.0, 7.630553094581587e-15, -3.137414821722839e-15, 1.6209646214688593e-13], [-7.86888023468413e-15, 1.0000000000000002, 5.1248985427226094e-15, -5.546980286382046e-15], [3.0531133177191805e-15, -4.9960036108132044e-15, 0.9999999999999999, -8.8470859425062e-14], [0.0, 0.0, 0.0, 1.0]]"
61,545,54530,45300,3005,[ 50  65 -60],[ 35  35 -55],[ 75  20 -85],[ 65 -60 -55],6.394884621840902e-14,4.1744385725905886e-14,5.3290705182007514e-14,"[[1.0, 3.885049137999551e-15, 4.009255697837209e-15, -2.703363698705384e-14], [-3.885049137999552e-15, 1.0, 1.2911343001732098e-16, 1.1685298280890578e-13], [-4.0092556978372084e-15, -2.220446049250313e-16, 1.0, 1.3489686760791048e-13], [0.0, 0.0, 0.0, 1.0]]"
62,545,54535,45350,3505,[50 38 -5],[  8  85 -50],[ 48  43 -35],[ 38 -37 -15],-1.4210854715202004e-14,-1.4654943925052066e-14,-6.394884621840902e-14,"[[1.0, -2.4548245403669343e-17, -1.3362298323688059e-16, -1.1085407337528246e-14], [2.4548245403669334e-17, 1.0, -1.4233652872333812e-17, -1.460469415518908e-14], [1.3362298323688059e-16, 0.0, 1.0, -6.587271675899707e-14], [0.0, 0.0, 0.0, 1.0]]"
63,545,54540,45400,4005,[ 50  75 -50],[ 45  35 -45],[ 85  30 -85],[ 75 -50 -75],7.105427357601002e-14,-1.4654943925052066e-14,2.842170943040401e-14,"[[1.0, -8.146926581583361e-16, 2.5905008634562478e-15, 2.3105903730864064e-14], [8.146926581583348e-16, 1.0000000000000002, 2.2226484367246567e-16, -3.550187453767786e-14], [-2.5905008634562478e-15, -4.440892098500626e-16, 1.0, 8.127077321387809e-14], [0.0, 0.0, 0.0, 1.0]]"
64,545,54550,45500,5005,[ 50  85 -40],[ 55  35 -35],[ 95  40 -85],[ 85 -40 -95],-1.5987211554602254e-13,-5.773159728050814e-15,-2.4868995751603507e-14,"[[1.0, -4.689711424316485e-16, -2.16185768962491e-15, -1.151317388240312e-13], [4.689711424316488e-16, 1.0, 4.0032772004040876e-16, -2.3270444360218698e-14], [2.1618576896249097e-15, -2.498001805406602e-16, 1.0, -6.629967718050971e-14], [0.0, 0.0, 0.0, 1.0]]"
65,550,55010,50100,1005,[ 55  50 -90],[ 15  40 -85],[ 60   0 -95],[ 50 -90 -15],-1.1723955140041653e-13,3.0375701953744283e-13,-2.8421709430404007e-13,"[[1.0, 7.389656181651404e-15, -5.926790961433332e-15, -5.192364927326191e-14], [-7.511184617928794e-15, 1.0000000000000002, -1.0596506887207414e-15, 4.4249018429204043e-13], [5.995204332975845e-15, 8.326672684688674e-16, 1.0, -3.8396725127421116e-13], [0.0, 0.0, 0.0, 1.0]]"
66,550,55015,50150,1505,[ 55  41 -35],[  6  90 -80],[ 51  41 -45],[ 41 -49  25],-3.552713678800501e-15,-6.59916565837193e-13,6.288303211476887e-13,"[[1.0000000000000002, 3.5078296242665804e-15, -2.9549268607195274e-15, 2.385810618778206e-14], [-3.4740789196096527e-15, 1.0000000000000002, -3.351517532848758e-14, -3.134452816113007e-14], [2.9282132274488504e-15, 3.3362201889985954e-14, 1.0000000000000002, 4.0241995038453315e-13], [0.0, 0.0, 0.0, 1.0]]"
67,550,55020,50200,2005,[ 55  60 -80],[ 25  40 -75],[ 70  10 -95],[ 60 -80 -35],-1.3145040611561853e-13,1.1901590823981678e-13,-1.1013412404281553e-13,"[[1.0, 1.4841622272826117e-15, -1.5878756734987017e-15, -1.1202175664780197e-13], [-1.6430161303842213e-15, 0.9999999999999998, 1.5438806331649567e-16, 1.4387241792664902e-13], [1.7763568394002505e-15, 2.7755575615628914e-16, 0.9999999999999998, -1.373885884800463e-13], [0.0, 0.0, 0.0, 1.0]]"
68,550,55025,50250,2505,[ 55  42 -25],[  7  90 -70],[ 52  42 -45],[ 42 -48   5],1.4210854715202004e-14,5.240252676230739e-14,4.618527782440651e-14,"[[1.0, -8.812927167732888e-17, 2.7370310021901725e-16, 1.1634403675034396e-14], [8.8129271677328e-17, 1.0, 3.2308448002622736e-15, -4.073490100823099e-15], [-2.737031002190175e-16, -3.219646771412954e-15, 1.0, 6.591416390916118e-14], [0.0, 0.0, 0.0, 1.0]]"
69,550,55030,50300,3005,[ 55  70 -70],[ 35  40 -65],[ 80  20 -95],[ 70 -70 -55],3.552713678800501e-15,1.163513729807164e-13,6.039613253960852e-14,"[[1.0, 2.8659927168592096e-15, 1.6582768290502862e-15, -3.9157496057984726e-14], [-3.0852536216024565e-15, 0.9999999999999998, -5.627663113079635e-17, 1.6742728654982322e-13], [-1.6653345369377348e-15, -5.551115123125783e-17, 1.0000000000000002, 8.424035382261538e-14], [0.0, 0.0, 0.0, 1.0]]"
70,550,55035,50350,3505,[ 55  43 -15],[  8  90 -60],[ 53  43 -45],[ 43 -47 -15],-1.7763568394002505e-14,4.618527782440651e-14,4.263256414560601e-14,"[[1.0, 3.4880928451019947e-17, 5.2247052736844836e-17, -1.7528899209520398e-14], [-3.488092845102005e-17, 0.9999999999999998, 1.8802175896987266e-15, 1.5300414264014964e-14], [-5.2247052736844775e-17, -1.7763568394002505e-15, 1.0, 5.1785034539015426e-14], [0.0, 0.0, 0.0, 1.0]]"
71,550,55040,50400,4005,[ 55  80 -60],[ 45  40 -55],[ 90  30 -95],[ 80 -60 -75],5.684341886080802e-14,8.881784197001252e-15,2.4868995751603507e-14,"[[1.0, 1.288157722072018e-15, 1.6565724059837314e-15, 2.1642204226711623e-14], [-1.2881577220720183e-15, 1.0000000000000002, 6.63803153932765e-16, 1.7828124448830416e-14], [-1.6565724059837304e-15, -4.440892098500626e-16, 1.0, 5.491762836254037e-14], [0.0, 0.0, 0.0, 1.0]]"
72,550,55045,50450,4505,[55 44 -5],[  9  90 -50],[ 54  44 -45],[ 44 -46 -35],2.842170943040401e-14,-1.2434497875801753e-14,1.4210854715202004e-14,"[[1.0, 2.4713350295661237e-17, 3.131523762463295e-16, 2.0689744627262443e-14], [-2.4713350295660876e-17, 1.0, -1.0758117975108844e-15, 6.555496118042917e-15], [-3.1315237624632956e-16, 1.1657341758564144e-15, 1.0, 1.08814900867682e-14], [0.0, 0.0, 0.0, 1.0]]"
73,105,10515,5150,15010,[ 15 -14  55],[11 35 15],[ 6 31 50],[-14  41  30],-1.7763568394002505e-14,-1.3322676295501878e-15,-4.263256414560601e-14,"[[0.9999999999999999, -1.1146336410299134e-15, -2.15890263799055e-15, 2.2515894439938187e-14], [1.1798581616537283e-15, 1.0, -1.2035951691307531e-15, -2.667168299486232e-15], [1.9984014443252818e-15, 1.304512053934559e-15, 0.9999999999999999, -7.494586490505876e-14], [0.0, 0.0, 0.0, 1.0]]"
74,105,10520,5200,20010,[15  5 10],[ 30 -15  20],[25  0  0],[  5  10 -30],1.0658141036401503e-14,7.460698725481052e-14,1.5276668818842154e-13,"[[1.0, 4.845734138996143e-16, 1.1858757881794422e-15, -9.849836252300863e-15], [-4.845734138996173e-16, 0.9999999999999999, 2.4864282060466677e-15, 3.9493464581575136e-14], [-1.185875788179441e-15, -2.55351295663786e-15, 1.0, 1.6857399061098868e-13], [0.0, 0.0, 0.0, 1.0]]"
75,105,10525,5250,25010,[ 15 -13  65],[12 35 25],[ 7 32 50],[-13  42  10],9.592326932761353e-14,4.3076653355456074e-14,-8.526512829121202e-14,"[[1.0, 1.9635188829277628e-15, 4.200377338167606e-15, 2.4292285968155514e-14], [-1.9635188829277778e-15, 1.0, 3.780755596160279e-15, 1.3943309923602957e-14], [-4.200377338167599e-15, -3.497202527569243e-15, 1.0, -1.417524513783928e-14], [0.0, 0.0, 0.0, 1.0]]"
76,105,10530,5300,30010,[15 15 20],[ 40 -15  30],[35 10  0],[ 15  20 -50],1.4210854715202004e-14,-1.7763568394002505e-15,-7.105427357601002e-15,"[[1.0, -1.8068899799815956e-16, 1.8875377778500696e-16, 1.0309724784209101e-14], [1.806889979981595e-16, 0.9999999999999999, 6.413407254615974e-16, -1.692852690878707e-14], [-1.8875377778500708e-16, -4.440892098500626e-16, 1.0, -5.9570751599736965e-15], [0.0, 0.0, 0.0, 1.0]]"
77,105,10535,5350,35010,[ 15 -12  75],[13 35 35],[ 8 33 50],[-12  43 -10],-1.6697754290362354e-13,-1.8429702208777599e-13,-3.907985046680551e-14,"[[0.9999999999999999, 7.474823583916161e-17, -5.172130636889106e-15, -6.929239644032089e-14], [-1.3168980502672359e-16, 1.0, -1.0008077296127761e-14, -5.633085907147619e-15], [4.9404924595819466e-15, 9.992007221626409e-15, 1.0, -1.0958789183879399e-13], [0.0, 0.0, 0.0, 1.0]]"
78,105,10540,5400,40010,[15 25 30],[ 50 -15  40],[45 20  0],[ 25  30 -70],-1.7763568394002505e-14,9.769962616701378e-15,-4.263256414560601e-14,"[[1.0, 2.023328392824698e-16, -6.166591419881583e-16, -8.35644428811399e-15], [-2.0233283928246983e-16, 1.0, -2.4953454829341826e-16, 1.815432157196333e-14], [6.166591419881582e-16, 8.326672684688674e-17, 1.0, -5.2296224107308225e-14], [0.0, 0.0, 0.0, 1.0]]"
79,105,10545,5450,45010,[ 15 -11  85],[14 35 45],[ 9 34 50],[-11  44 -30],1.0302869668521453e-13,1.3233858453531866e-13,-1.7408297026122455e-13,"[[0.9999999999999998, -4.6021248084460346e-15, 3.5116511315548058e-15, 3.511464851182695e-14], [4.656882344124691e-15, 0.9999999999999997, 3.3433112018799085e-15, -1.5510428290011563e-14], [-3.4833247397614286e-15, -3.219646771412954e-15, 1.0, -1.1452877889303222e-13], [0.0, 0.0, 0.0, 1.0]]"
80,105,10550,5500,50010,[15 35 40],[ 60 -15  50],[55 30  0],[ 35  40 -90],3.552713678800501e-14,-3.9968028886505635e-15,7.105427357601002e-15,"[[1.0, -9.617935885814772e-17, 2.965813329970198e-16, 3.303342100405777e-14], [9.617935885814777e-17, 1.0, -6.333308422556844e-17, -4.9843288735455555e-15], [-2.9658133299701973e-16, 2.220446049250313e-16, 1.0, 1.326568974054445e-14], [0.0, 0.0, 0.0, 1.0]]"
81,1015,10155,1550,5010,[11  0 25],[ 15  -5 -15],[  6 -15  30],[-14 -25  50],4.334310688136611e-13,2.922107000813412e-13,-2.842170943040401e-14,"[[1.0, -9.966225423171517e-16, 1.5055996661148164e-14, 7.04201761929747e-14], [7.811957909063775e-16, 1.0, 9.818720093571728e-15, 3.9325931233468726e-14], [-1.509903313490213e-14, -1.0325074129013956e-14, 1.0, 3.0679080493383873e-13], [0.0, 0.0, 0.0, 1.0]]"
82,1015,101520,15200,20010,[ 25  15 -10],[30 -5  0],[ 35   0 -20],[ 15 -10 -30],-4.618527782440651e-14,-9.769962616701378e-15,1.4210854715202004e-13,"[[1.0, -1.5259141613805257e-15, 4.269046759229301e-15, -1.5923376489990392e-13], [1.5259141613805222e-15, 1.0000000000000004, 5.569094767113494e-16, -6.001151421271433e-14], [-4.269046759229302e-15, -6.38378239159465e-16, 1.0, 2.475042378336917e-13], [0.0, 0.0, 0.0, 1.0]]"
83,1015,101525,15250,25010,[25 -3 45],[12 45  5],[17 32 30],[-3 22 10],-7.105427357601002e-14,-1.4210854715202004e-13,2.1671553440683056e-13,"[[1.0, -6.819560313010574e-16, -7.34743313912125e-15, 9.979284146415585e-14], [6.819560313010021e-16, 1.0000000000000004, -7.597793465959862e-15, 2.34002694725655e-14], [7.347433139121254e-15, 7.494005416219807e-15, 1.0000000000000002, 6.472792376061481e-14], [0.0, 0.0, 0.0, 1.0]]"
84,1015,101530,15300,30010,[25 25  0],[40 -5 10],[ 45  10 -20],[ 25   0 -50],-1.1013412404281553e-13,-8.881784197001252e-16,2.1316282072803006e-14,"[[1.0, 9.956437140400007e-16, 8.80784201811353e-16, -1.2720993306787316e-13], [-9.9564371404e-16, 1.0000000000000004, -1.409322589260588e-15, 6.149242052525337e-14], [-8.807842018113543e-16, 6.938893903907228e-16, 1.0000000000000002, 4.343315019394123e-14], [0.0, 0.0, 0.0, 1.0]]"
85,1015,101535,15350,35010,[25 -2 55],[13 45 15],[18 33 30],[ -2  23 -10],8.763265668676468e-10,3.9742609203585744e-10,-1.0490772694993211e-09,"[[1.0000000000000007, 6.394204688751798e-11, -1.3937459367789827e-11, 1.5786589233062526e-09], [-6.394158485165407e-11, 1.0000000000000004, 6.995830874171737e-11, 4.0272145564502515e-10], [1.3937656584417368e-11, -6.995856671743184e-11, 1.0000000000000009, -1.8186940079730718e-09], [0.0, 0.0, 0.0, 1.0]]"
86,1015,101540,15400,40010,[25 35 10],[50 -5 20],[ 55  20 -20],[ 35  10 -70],-8.171241461241152e-14,-6.217248937900877e-15,-1.4210854715202004e-14,"[[1.0, -3.9299658289220986e-16, -7.871713223797801e-16, -6.610080427487891e-14], [3.9299658289221006e-16, 0.9999999999999999, 5.0739488202057615e-17, -1.9011619895197933e-14], [7.871713223797801e-16, -2.220446049250313e-16, 1.0, -3.8468728894337756e-14], [0.0, 0.0, 0.0, 1.0]]"
87,1015,101545,15450,45010,[25 -1 65],[14 45 25],[19 34 30],[ -1  24 -30],1.0302869668521453e-13,2.5490720645393594e-13,-3.268496584496461e-13,"[[1.0000000000000002, 2.8872721715459647e-15, 5.729008886207004e-15, -2.3574944732426977e-14], [-2.842039019542211e-15, 1.0, 1.5849775708353932e-14, -4.716758123561451e-14], [-5.773159728050814e-15, -1.6209256159527285e-14, 1.0000000000000004, -2.826215379058291e-13], [0.0, 0.0, 0.0, 1.0]]"
88,1015,101550,15500,50010,[25 45 20],[60 -5 30],[ 65  30 -20],[ 45  20 -90],-3.552713678800501e-15,2.1316282072803006e-14,1.0658141036401503e-14,"[[1.0, 2.7373367839644994e-16, 8.055049114887e-16, -1.9205562020442695e-14], [-2.7373367839644964e-16, 0.9999999999999998, 1.943353262976043e-16, 2.3449502310521204e-14], [-8.055049114887002e-16, 4.145989107584569e-16, 0.9999999999999998, 3.7136802131765294e-14], [0.0, 0.0, 0.0, 1.0]]"
89,1020,10205,2050,5010,[12  0 15],[ 15   0 -25],[  7 -20  20],[-13 -40  50],-1.0267342531733448e-12,-4.3431924723336124e-13,5.115907697472721e-13,"[[0.9999999999999999, 1.874658067975994e-14, -1.483855934849764e-14, -4.818776009001344e-13], [-1.8811002064405533e-14, 1.0000000000000002, 3.3275842869880474e-15, 3.4533857280364415e-14], [1.482147737874584e-14, -3.608224830031759e-15, 1.0, 4.803860330626562e-14], [0.0, 0.0, 0.0, 1.0]]"
90,1020,102015,20150,15010,[30  1 25],[ 11  50 -15],[21 31 20],[ 1 11 30],-4.618527782440651e-14,9.85878045867139e-14,-1.1723955140041653e-13,"[[1.0, -3.8904216630401724e-15, 2.6073457477793664e-15, -1.4557245037090801e-13], [3.827464183278113e-15, 0.9999999999999999, -3.2735194471491645e-16, -6.666861352395239e-15], [-2.55351295663786e-15, 3.885780586188048e-16, 1.0, -3.882727901106098e-14], [0.0, 0.0, 0.0, 1.0]]"
91,1020,102025,20250,25010,[30  2 35],[12 50 -5],[22 32 20],[ 2 12 10],-4.618527782440651e-13,-9.521272659185342e-13,1.8189894035458565e-12,"[[1.0, -6.8820093798491e-15, -2.4272608500973227e-15, -4.517083838049596e-13], [6.897494025687887e-15, 1.0, -3.435052354642003e-14, -2.3628274944256337e-13], [2.4147350785597155e-15, 3.4083846855992306e-14, 1.0000000000000002, 1.9976462600154087e-12], [0.0, 0.0, 0.0, 1.0]]"
92,1020,102030,20300,30010,[ 30  30 -10],[40  0  0],[ 50  10 -30],[ 30 -10 -50],8.171241461241152e-14,2.6645352591003757e-14,3.907985046680551e-14,"[[1.0, 4.06418487323613e-16, 4.64154781531627e-16, 7.442712063593873e-14], [-4.0641848732361315e-16, 0.9999999999999999, -9.757900834124036e-18, 3.807632759651909e-14], [-4.64154781531627e-16, -1.6653345369377348e-16, 1.0, 5.362219466944408e-14], [0.0, 0.0, 0.0, 1.0]]"
93,1020,102035,20350,35010,[30  3 45],[13 50  5],[23 33 20],[  3  13 -10],-2.2026824808563106e-13,-2.4780177909633494e-13,5.009326287108706e-13,"[[0.9999999999999999, -7.44991746050032e-15, 6.705266843534425e-15, -4.5444301598953195e-13], [7.546721513392394e-15, 1.0, -1.8939871448326222e-14, 3.652877647658957e-14], [-6.827871601444713e-15, 1.892930256985892e-14, 1.0, 8.484319990455342e-13], [0.0, 0.0, 0.0, 1.0]]"
94,1020,102040,20400,40010,[30 40  0],[50  0 10],[ 60  20 -30],[ 40   0 -70],1.9895196601282805e-13,1.7763568394002505e-15,-1.4210854715202004e-14,"[[1.0, 3.853973229701256e-16, -7.717143844771034e-16, 2.2482742037772836e-13], [-3.853973229701259e-16, 0.9999999999999999, -4.767514083357282e-16, 2.4970259691004626e-14], [7.717143844771032e-16, 3.885780586188048e-16, 1.0, -3.143910610189297e-14], [0.0, 0.0, 0.0, 1.0]]"
95,1020,102045,20450,45010,[30  4 55],[14 50 15],[24 34 20],[  4  14 -30],1.2434497875801753e-13,-1.2434497875801753e-14,-3.197442310920451e-14,"[[1.0, -1.3082403583268478e-16, -1.5345133626948429e-15, 1.6508457326271864e-13], [1.3082403583268342e-16, 0.9999999999999999, -7.77313518732025e-16, 3.992273067850894e-15], [1.5345133626948429e-15, 8.326672684688674e-16, 1.0, -7.183467601753986e-14], [0.0, 0.0, 0.0, 1.0]]"
96,1020,102050,20500,50010,[30 50 10],[60  0 20],[ 70  30 -30],[ 50  10 -90],7.105427357601002e-14,-1.509903313490213e-14,-3.552713678800501e-15,"[[1.0, -5.569639064625788e-16, 1.308978510632043e-16, 6.340083032856473e-14], [5.569639064625789e-16, 0.9999999999999998, 3.095985020950985e-16, -4.189671903353503e-14], [-1.3089785106320445e-16, -2.7755575615628914e-17, 0.9999999999999999, 4.6788290480920765e-15], [0.0, 0.0, 0.0, 1.0]]"
97,1025,10255,2550,5010,[12 10  5],[ 15   5 -35],[  7 -15  10],[-13 -45  50],-1.2363443602225743e-12,-8.384404281969182e-13,2.948752353404416e-13,"[[0.9999999999999999, 1.1767621862164423e-14, -2.0783345437103263e-14, -5.040111495958513e-13], [-1.1870901950307827e-14, 1.0, -1.4204096542860392e-14, -2.1547490884205276e-14], [2.0775048348298242e-14, 1.4238610290817633e-14, 0.9999999999999999, -2.5704461239266965e-13], [0.0, 0.0, 0.0, 1.0]]"
98,1025,102515,25150,15010,[35  6 15],[ 11  55 -25],[26 31 10],[ 6  1 30],-2.2026824808563106e-13,1.545430450278218e-13,-2.877698079828406e-13,"[[0.9999999999999999, -4.031863106202682e-15, 4.939749781893936e-15, -4.0187151499406344e-13], [4.03938282150591e-15, 1.0000000000000002, 1.708981337154709e-16, 1.7534419526477136e-14], [-5.051514762044462e-15, -1.1102230246251565e-16, 1.0, -1.2046143520700869e-13], [0.0, 0.0, 0.0, 1.0]]"
99,1025,102520,25200,20010,[ 35  25 -30],[ 30   5 -20],[ 45   0 -40],[ 25 -30 -30],1.1297629498585593e-12,3.019806626980426e-14,-1.7408297026122455e-13,"[[1.0000000000000002, -8.461064995039054e-15, -1.1651787536896562e-14, 1.3893609930303577e-12], [8.446813110459074e-15, 0.9999999999999999, -1.2935203501816211e-15, -2.1309537775672363e-13], [1.1657341758564144e-14, 1.304512053934559e-15, 0.9999999999999999, -5.440458345266263e-13], [0.0, 0.0, 0.0, 1.0]]"
100,1025,102530,25300,30010,[ 35  35 -20],[ 40   5 -10],[ 55  10 -40],[ 35 -20 -50],-6.252776074688882e-13,-9.947598300641403e-14,-3.197442310920451e-14,"[[0.9999999999999998, 1.5470640476431895e-15, 2.484634878202027e-15, -6.758358425173603e-13], [-1.5865519695533031e-15, 1.0000000000000002, 7.326904127707029e-16, -6.785118466101066e-14], [-2.4980018054066022e-15, -6.661338147750939e-16, 1.0, 4.287126150161391e-14], [0.0, 0.0, 0.0, 1.0]]"
101,1025,102535,25350,35010,[35  8 35],[13 55 -5],[28 33 10],[  8   3 -10],-3.765876499528531e-13,5.3290705182007514e-14,-8.171241461241152e-14,"[[0.9999999999999998, -7.636185906222248e-15, 9.940623514269114e-15, -7.362827347077243e-13], [7.594908297082146e-15, 1.0, -5.0403072834187336e-15, -4.829729195700876e-14], [-9.825473767932635e-15, 4.9404924595819466e-15, 1.0, 2.8996410525374027e-13], [0.0, 0.0, 0.0, 1.0]]"
102,1025,102540,25400,40010,[ 35  45 -10],[50  5  0],[ 65  20 -40],[ 45 -10 -70],-1.5631940186722204e-13,-1.9539925233402755e-14,-6.039613253960852e-14,"[[1.0, -1.8341656049669234e-15, -3.061206965969718e-15, -8.136360349807342e-14], [1.8341656049669234e-15, 1.0000000000000002, 3.2491121554338333e-16, -8.822002529295178e-14], [3.0612069659697168e-15, -1.1102230246251565e-16, 1.0, -1.6447640786551076e-13], [0.0, 0.0, 0.0, 1.0]]"
103,1025,102545,25450,45010,[35  9 45],[14 55  5],[29 34 10],[  9   4 -30],-7.815970093361102e-14,6.217248937900877e-14,-6.750155989720952e-14,"[[1.0, -1.7161148719962442e-16, 3.2422222692141265e-16, -8.762410555221159e-14], [1.7161148719962363e-16, 1.0000000000000002, 2.1400393465036344e-15, -4.685612159783227e-15], [-3.24222226921413e-16, -2.3314683517128287e-15, 1.0, -7.941795117627532e-14], [0.0, 0.0, 0.0, 1.0]]"
104,1025,102550,25500,50010,[35 55  0],[60  5 10],[ 75  30 -40],[ 55   0 -90],-1.0658141036401503e-13,-1.5987211554602254e-14,-5.684341886080802e-14,"[[1.0, -5.482897313306728e-16, -1.6895068558688227e-15, -6.183650158855796e-14], [5.482897313306737e-16, 0.9999999999999999, 2.2602177150821375e-16, -4.203810441230401e-14], [1.6895068558688227e-15, -4.440892098500626e-16, 0.9999999999999999, -1.1297594193987495e-13], [0.0, 0.0, 0.0, 1.0]]"
105,1030,10305,3050,5010,[13 10 -5],[ 15  10 -45],[  8 -20   0],[-12 -60  50],2.5579538487363607e-13,8.348877145181177e-14,-3.694822225952521e-13,"[[1.0, -2.017424956726124e-14, -6.414312876341757e-15, 2.417578574970263e-13], [2.0161421572065235e-14, 1.0, -1.476926513509076e-14, -1.69564842470548e-13], [6.328271240363392e-15, 1.469657728847551e-14, 0.9999999999999999, -4.3564258068265414e-13], [0.0, 0.0, 0.0, 1.0]]"
106,1030,103015,30150,15010,[40 11  5],[ 11  60 -35],[31 31  0],[11 -9 30],-3.765876499528531e-13,-9.592326932761353e-14,6.181721801112872e-13,"[[1.0000000000000002, -2.0860070301169966e-15, 1.0476040243041907e-14, -7.535175224469298e-13], [2.206742591912977e-15, 1.0000000000000007, -7.091954756660782e-15, 6.400846277559482e-14], [-1.0685896612017132e-14, 6.994405055138486e-15, 1.0000000000000004, 1.0732129943982696e-12], [0.0, 0.0, 0.0, 1.0]]"
107,1030,103020,30200,20010,[ 40  30 -40],[ 30  10 -30],[ 50   0 -50],[ 30 -40 -30],-3.7330494251364144e-10,-5.4988902320474153e-11,-1.6073897768364986e-10,"[[0.9999999999999999, 1.4789765843312208e-12, -1.6252007077372243e-12, -3.033692745132184e-10], [-1.4787552426364587e-12, 1.0, -8.757375244545758e-13, 2.8029832045173334e-11], [1.6250889522950729e-12, 8.754108549169359e-13, 1.0, -2.1056611050441496e-10], [0.0, 0.0, 0.0, 1.0]]"
