id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd
46,0535,53540,35400,4005,[ 40  65 -30],[ 45  25 -25],[ 75  30 -65],[ 65 -30 -75]
47,0535,53545,35450,4505,[40 29 25],[  9  75 -20],[ 39  44 -15],[ 29 -16 -35]
48,0535,53550,35500,5005,[ 40  75 -20],[ 55  25 -15],[ 85  40 -65],[ 75 -20 -95]
49,0540,54010,40100,1005,[ 45  40 -70],[ 15  30 -65],[ 50   0 -75],[ 40 -70 -15]
50,0540,54015,40150,1505,[ 45  31 -15],[  6  80 -60],[ 41  41 -25],[ 31 -29  25]
51,0540,54020,40200,2005,[ 45  50 -60],[ 25  30 -55],[ 60  10 -75],[ 50 -60 -35]
52,0540,54025,40250,2505,[45 32 -5],[  7  80 -50],[ 42  42 -25],[ 32 -28   5]
53,0540,54030,40300,3005,[ 45  60 -50],[ 35  30 -45],[ 70  20 -75],[ 60 -50 -55]
54,0540,54035,40350,3505,[45 33  5],[  8  80 -40],[ 43  43 -25],[ 33 -27 -15]
55,0540,54045,40450,4505,[45 34 15],[  9  80 -30],[ 44  44 -25],[ 34 -26 -35]
56,0540,54050,40500,5005,[ 45  80 -30],[ 55  30 -25],[ 90  40 -75],[ 80 -30 -95]
57,0545,54510,45100,1005,[ 50  45 -80],[ 15  35 -75],[ 55   0 -85],[ 45 -80 -15]
58,0545,54515,45150,1505,[ 50  36 -25],[  6  85 -70],[ 46  41 -35],[ 36 -39  25]
59,0545,54520,45200,2005,[ 50  55 -70],[ 25  35 -65],[ 65  10 -85],[ 55 -70 -35]
60,0545,54525,45250,2505,[ 50  37 -15],[  7  85 -60],[ 47  42 -35],[ 37 -38   5]
61,0545,54530,45300,3005,[ 50  65 -60],[ 35  35 -55],[ 75  20 -85],[ 65 -60 -55]
62,0545,54535,45350,3505,[50 38 -5],[  8  85 -50],[ 48  43 -35],[ 38 -37 -15]
63,0545,54540,45400,4005,[ 50  75 -50],[ 45  35 -45],[ 85  30 -85],[ 75 -50 -75]
64,0545,54550,45500,5005,[ 50  85 -40],[ 55  35 -35],[ 95  40 -85],[ 85 -40 -95]
65,0550,55010,50100,1005,[ 55  50 -90],[ 15  40 -85],[ 60   0 -95],[ 50 -90 -15]
66,0550,55015,50150,1505,[ 55  41 -35],[  6  90 -80],[ 51  41 -45],[ 41 -49  25]
67,0550,55020,50200,2005,[ 55  60 -80],[ 25  40 -75],[ 70  10 -95],[ 60 -80 -35]
68,0550,55025,50250,2505,[ 55  42 -25],[  7  90 -70],[ 52  42 -45],[ 42 -48   5]
69,0550,55030,50300,3005,[ 55  70 -70],[ 35  40 -65],[ 80  20 -95],[ 70 -70 -55]
70,0550,55035,50350,3505,[ 55  43 -15],[  8  90 -60],[ 53  43 -45],[ 43 -47 -15]
